0.2,-0.007852877,331.501069172,-581.168769449
0.3,-0.007610584,331.501069172,-581.168769449
0.4,0.005489963,23.562528875,697.539945201
0.5,-0.007337658,331.501069172,-581.168769449
0.6,0.005057696,23.562528875,697.539945201
0.7,0.006637448,23.562528875,697.539945201
0.8,0.004672065,23.562528875,697.539945201
0.9,-0.006591009,331.501069172,-581.168769449
1,-0.009000262,331.501069172,-581.168769449
1.1,-0.006515433,331.501069172,-581.168769449
1.2,-0.008944585,331.501069172,-581.168769449
1.3,-0.006644662,331.501069172,-581.168769449
1.4,0.004450083,42.113703768,696.093653698
1.5,-0.006503093,331.501069172,-581.168769449
1.6,0.004179122,23.562528875,697.539945201
1.7,0.007640976,23.562528875,697.539945201
1.8,-0.00994867,331.501069172,-581.168769449
1.9,0.008028399,23.562528875,697.539945201
2,-0.009579368,331.412476311,-533.077926326
2.1,0.007560975,42.113703768,696.093653698
2.2,-0.008993119,331.412476311,-533.077926326
2.3,-0.006494414,331.501069172,-581.168769449
2.4,-0.008710631,331.501069172,-581.168769449
2.5,-0.007014228,331.501069172,-581.168769449
2.6,0.005032213,23.562528875,697.539945201
2.7,0.006520359,23.562528875,697.539945201
2.8,0.004801485,23.562528875,697.539945201
2.9,0.006607068,42.113703768,696.093653698
3,0.004453406,42.113703768,696.093653698
3.1,-0.006644569,331.501069172,-581.168769449
3.2,0.004457836,42.113703768,696.093653698
3.3,0.006722852,23.562528875,697.539945201
3.4,0.004818055,42.113703768,696.093653698
3.5,0.005929847,42.113703768,696.093653698
3.6,0.002085969,66.794659884,303.583433263
3.7,-0.008241347,331.501069172,-581.168769449
3.8,-0.00697601,331.501069172,-581.168769449
3.9,0.004711871,23.562528875,697.539945201
4,0.006715177,42.113703768,696.093653698
4.1,0.004429606,42.113703768,696.093653698
4.2,0.006674328,23.562528875,697.539945201
4.3,-0.007940294,331.412476311,-533.077926326
4.4,-0.007618776,331.501069172,-581.168769449
4.5,-0.007477168,331.501069172,-581.168769449
4.6,0.00507876,23.562528875,697.539945201
4.7,0.006640019,23.562528875,697.539945201
4.8,0.004755188,23.562528875,697.539945201
4.9,0.006396827,42.113703768,696.093653698
5,-0.008246578,331.501069172,-581.168769449
